[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.091052s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.091222s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001702s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001815s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000902s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001206s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005897s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ view_end ] --START--
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000990s ]
[ 2015-11-24T22:40:25+08:00 ] /index.php/Login/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001035s ]
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Tag[ route_check ] --START--
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Run CheckRoute Behavior [ RunTime:0.000781s ]
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001094s ]
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Tag[ app_begin ] --START--
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000452s ]
[ 2015-11-24T22:40:26+08:00 ] /index.php/Common/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000501s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ route_check ] --START--
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Run CheckRoute Behavior [ RunTime:0.000541s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000603s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ app_begin ] --START--
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000351s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000388s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: count IndexAction.class.php 第 24 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: news_list IndexAction.class.php 第 26 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8] Undefined variable: show IndexAction.class.php 第 27 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ view_template ] --START--
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Run LocationTemplate Behavior [ RunTime:0.000350s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000410s ]
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | INFO: Tag[ view_parse ] --START--
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-11-24T22:40:32+08:00 ] /index.php/Index/index/username/zning1994 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
